챕터,스테이지,명중 요구치,집중 요구치
206,206-9,"1,105",936.2
206,206-10,"1,105",936.2
206,206-11,"1,105",936.2
206,206-12,"1,105",936.2
206,206-13,"1,105",936.2
206,206-14,"1,105",936.2
206,206-15,"1,105.5",936.7
206,206-16,"1,105.5",936.7
206,206-17,"1,105.5",936.7
206,206-18,"1,105.5",936.7
206,206-19,"1,105.5",936.7
206,206-20,"1,105.5",936.7
206,206-21,"1,105.9",937.2
206,206-22,"1,105.9",937.2
206,206-23,"1,105.9",937.2
206,206-24,"1,105.9",937.2
206,206-25,"1,105.9",937.2
206,206-26,"1,105.9",937.2
206,206-27,"1,105.9",937.2
206,206-28,"1,106.4",937.6
206,206-29,"1,106.4",937.6
206,206-30,"1,106.4",937.6
207,207-1,"1,106.4",937.6
207,207-2,"1,106.4",937.6
207,207-3,"1,106.4",937.6
207,207-4,"1,106.4",937.6
207,207-5,"1,106.9",938.1
207,207-6,"1,106.9",938.1
207,207-7,"1,106.9",938.1
207,207-8,"1,106.9",938.1
207,207-9,"1,106.9",938.1
207,207-10,"1,106.9",938.1
207,207-11,"1,107.3",938.5
207,207-12,"1,107.3",938.5
207,207-13,"1,107.3",938.5
207,207-14,"1,107.3",938.5
207,207-15,"1,107.3",938.5
207,207-16,"1,107.3",938.5
207,207-17,"1,107.3",938.5
207,207-18,"1,107.8",939
207,207-19,"1,107.8",939
207,207-20,"1,107.8",939
207,207-21,"1,107.8",939
207,207-22,"1,107.8",939
207,207-23,"1,107.8",939
207,207-24,"1,107.8",939
207,207-25,"1,108.2",939.4
207,207-26,"1,108.2",939.4
207,207-27,"1,108.2",939.4
207,207-28,"1,108.2",939.4
207,207-29,"1,108.2",939.4
207,207-30,"1,108.2",939.4
208,208-1,"1,108.7",939.9
208,208-2,"1,108.7",939.9
208,208-3,"1,108.7",939.9
208,208-4,"1,108.7",939.9
208,208-5,"1,108.7",939.9
208,208-6,"1,108.7",939.9
208,208-7,"1,108.7",939.9
208,208-8,"1,109.1",940.3
208,208-9,"1,109.1",940.3
208,208-10,"1,109.1",940.3
208,208-11,"1,109.1",940.3
208,208-12,"1,109.1",940.3
208,208-13,"1,109.1",940.3
208,208-14,"1,109.1",940.3
208,208-15,"1,109.6",940.8
208,208-16,"1,109.6",940.8
208,208-17,"1,109.6",940.8
208,208-18,"1,109.6",940.8
208,208-19,"1,109.6",940.8
208,208-20,"1,109.6",940.8
208,208-21,"1,110",941.3
208,208-22,"1,110",941.3
208,208-23,"1,110",941.3
208,208-24,"1,110",941.3
208,208-25,"1,110",941.3
208,208-26,"1,110",941.3
208,208-27,"1,110",941.3
208,208-28,"1,111",941.7
208,208-29,"1,111",941.7
208,208-30,"1,111",941.7
209,209-1,"1,111",941.7
209,209-2,"1,111",941.7
209,209-3,"1,111",941.7
209,209-4,"1,111",941.7
209,209-5,"1,111.9",942.2
209,209-6,"1,111.9",942.2
209,209-7,"1,111.9",942.2
209,209-8,"1,111.9",942.2
209,209-9,"1,111.9",942.2
209,209-10,"1,111.9",942.2
209,209-11,"1,112.3",942.6
209,209-12,"1,112.3",942.6
209,209-13,"1,112.3",942.6
209,209-14,"1,112.3",942.6
209,209-15,"1,112.3",942.6
209,209-16,"1,112.3",942.6
209,209-17,"1,112.3",942.6
209,209-18,"1,112.8",943.1
209,209-19,"1,112.8",943.1
209,209-20,"1,112.8",943.1
209,209-21,"1,112.8",943.1
209,209-22,"1,112.8",943.1
209,209-23,"1,112.8",943.1
209,209-24,"1,112.8",943.1
209,209-25,"1,113.2",943.5
209,209-26,"1,113.2",943.5
209,209-27,"1,113.2",943.5
209,209-28,"1,113.2",943.5
209,209-29,"1,113.2",943.5
209,209-30,"1,113.2",943.5
210,210-1,"1,114.1",944
210,210-2,"1,114.1",944
210,210-3,"1,114.1",944
210,210-4,"1,114.1",944
210,210-5,"1,114.1",944
210,210-6,"1,114.1",944
210,210-7,"1,114.1",944
210,210-8,"1,114.6",944.4
210,210-9,"1,114.6",944.4
210,210-10,"1,114.6",944.4
210,210-11,"1,114.6",944.4
210,210-12,"1,114.6",944.4
210,210-13,"1,114.6",944.4
210,210-14,"1,114.6",944.4
210,210-15,"1,115",944.9
210,210-16,"1,115",944.9
210,210-17,"1,115",944.9
210,210-18,"1,115",944.9
210,210-19,"1,115",944.9
210,210-20,"1,115",944.9
210,210-21,"1,115.5",945.3
210,210-22,"1,115.5",945.3
210,210-23,"1,115.5",945.3
210,210-24,"1,115.5",945.3
210,210-25,"1,115.5",945.3
210,210-26,"1,115.5",945.3
210,210-27,"1,115.5",945.3
210,210-28,"1,115.9",945.8
210,210-29,"1,115.9",945.8
210,210-30,"1,115.9",945.8
211,211-1,"1,115.9",945.8
211,211-2,"1,115.9",945.8
211,211-3,"1,115.9",945.8
211,211-4,"1,115.9",945.8
211,211-5,"1,116.4",946.2
211,211-6,"1,116.4",946.2
211,211-7,"1,116.4",946.2
211,211-8,"1,116.4",946.2
211,211-9,"1,116.4",946.2
211,211-10,"1,116.4",946.2
211,211-11,"1,116.8",946.7
211,211-12,"1,116.8",946.7
211,211-13,"1,116.8",946.7
211,211-14,"1,116.8",946.7
211,211-15,"1,116.8",946.7
211,211-16,"1,116.8",946.7
211,211-17,"1,116.8",946.7
211,211-18,"1,117.3",947.1
211,211-19,"1,117.3",947.1
211,211-20,"1,117.3",947.1
211,211-21,"1,117.3",947.1
211,211-22,"1,117.3",947.1
211,211-23,"1,117.3",947.1
211,211-24,"1,117.3",947.1
211,211-25,"1,117.8",947.6
211,211-26,"1,117.8",947.6
211,211-27,"1,117.8",947.6
211,211-28,"1,117.8",947.6
211,211-29,"1,117.8",947.6
211,211-30,"1,117.8",947.6
212,212-1,"1,118.7",948.1
212,212-2,"1,118.7",948.1
212,212-3,"1,118.7",948.1
212,212-4,"1,118.7",948.1
212,212-5,"1,118.7",948.1
212,212-6,"1,118.7",948.1
212,212-7,"1,118.7",948.1
212,212-8,"1,119.1",948.5
212,212-9,"1,119.1",948.5
212,212-10,"1,119.1",948.5
212,212-11,"1,119.1",948.5
212,212-12,"1,119.1",948.5
212,212-13,"1,119.1",948.5
212,212-14,"1,119.1",948.5
212,212-15,"1,119.6",949
212,212-16,"1,119.6",949
212,212-17,"1,119.6",949
212,212-18,"1,119.6",949
212,212-19,"1,119.6",949
212,212-20,"1,119.6",949
212,212-21,"1,120",949.4
212,212-22,"1,120",949.4
212,212-23,"1,120",949.4
212,212-24,"1,120",949.4
212,212-25,"1,120",949.4
212,212-26,"1,120",949.4
212,212-27,"1,120",949.4
212,212-28,"1,120.5",949.9
212,212-29,"1,120.5",949.9
212,212-30,"1,120.5",949.9
213,213-1,"1,120.5",949.9
213,213-2,"1,120.5",949.9
213,213-3,"1,120.5",949.9
213,213-4,"1,120.5",949.9
213,213-5,"1,120.9",950.3
213,213-6,"1,120.9",950.3
213,213-7,"1,120.9",950.3
213,213-8,"1,120.9",950.3
213,213-9,"1,120.9",950.3
213,213-10,"1,120.9",950.3
213,213-11,"1,121.8",950.8
213,213-12,"1,121.8",950.8
213,213-13,"1,121.8",950.8
213,213-14,"1,121.8",950.8
213,213-15,"1,121.8",950.8
213,213-16,"1,121.8",950.8
213,213-17,"1,121.8",950.8
213,213-18,"1,122.3",951.2
213,213-19,"1,122.3",951.2
213,213-20,"1,122.3",951.2
213,213-21,"1,122.3",951.2
213,213-22,"1,122.3",951.2
213,213-23,"1,122.3",951.2
213,213-24,"1,122.3",951.2
213,213-25,"1,122.7",951.7
213,213-26,"1,122.7",951.7
213,213-27,"1,122.7",951.7
213,213-28,"1,122.7",951.7
213,213-29,"1,122.7",951.7
213,213-30,"1,122.7",951.7
214,214-1,"1,123.6",952.1
214,214-2,"1,123.6",952.1
214,214-3,"1,123.6",952.1
214,214-4,"1,123.6",952.1
214,214-5,"1,123.6",952.1
214,214-6,"1,123.6",952.1
214,214-7,"1,123.6",952.1
214,214-8,"1,124.1",952.6
214,214-9,"1,124.1",952.6
214,214-10,"1,124.1",952.6
214,214-11,"1,124.1",952.6
214,214-12,"1,124.1",952.6
214,214-13,"1,124.1",952.6
214,214-14,"1,124.1",952.6
214,214-15,"1,124.5",953
214,214-16,"1,124.5",953
214,214-17,"1,124.5",953
214,214-18,"1,124.5",953
214,214-19,"1,124.5",953
214,214-20,"1,124.5",953
214,214-21,"1,125",953.5
214,214-22,"1,125",953.5
214,214-23,"1,125",953.5
214,214-24,"1,125",953.5
214,214-25,"1,125",953.5
214,214-26,"1,125",953.5
214,214-27,"1,125",953.5
214,214-28,"1,125.4",953.9
214,214-29,"1,125.4",953.9
214,214-30,"1,125.4",953.9
215,215-1,"1,125.4",953.9
215,215-2,"1,125.4",953.9
215,215-3,"1,125.4",953.9
215,215-4,"1,125.4",953.9
215,215-5,"1,125.9",954.4
215,215-6,"1,125.9",954.4
215,215-7,"1,125.9",954.4
215,215-8,"1,125.9",954.4
215,215-9,"1,125.9",954.4
215,215-10,"1,125.9",954.4
215,215-11,"1,126.8",954.8
215,215-12,"1,126.8",954.8
215,215-13,"1,126.8",954.8
215,215-14,"1,126.8",954.8
215,215-15,"1,126.8",954.8
215,215-16,"1,126.8",954.8
215,215-17,"1,126.8",954.8
215,215-18,"1,127.2",955.2
215,215-19,"1,127.2",955.2
215,215-20,"1,127.2",955.2
215,215-21,"1,127.2",955.2
215,215-22,"1,127.2",955.2
215,215-23,"1,127.2",955.2
215,215-24,"1,127.2",955.2
215,215-25,"1,127.6",955.7
215,215-26,"1,127.6",955.7
215,215-27,"1,127.6",955.7
215,215-28,"1,127.6",955.7
215,215-29,"1,127.6",955.7
215,215-30,"1,127.6",955.7
216,216-1,"1,128.1",956.1
216,216-2,"1,128.1",956.1
216,216-3,"1,128.1",956.1
216,216-4,"1,128.1",956.1
216,216-5,"1,128.1",956.1
216,216-6,"1,128.1",956.1
216,216-7,"1,128.1",956.1
216,216-8,"1,128.5",956.6
216,216-9,"1,128.5",956.6
216,216-10,"1,128.5",956.6
216,216-11,"1,128.5",956.6
216,216-12,"1,128.5",956.6
216,216-13,"1,128.5",956.6
216,216-14,"1,128.5",956.6
216,216-15,"1,129",957
216,216-16,"1,129",957
216,216-17,"1,129",957
216,216-18,"1,129",957
216,216-19,"1,129",957
216,216-20,"1,129",957
216,216-21,"1,129.4",957.5
216,216-22,"1,129.4",957.5
216,216-23,"1,129.4",957.5
216,216-24,"1,129.4",957.5
216,216-25,"1,129.4",957.5
216,216-26,"1,129.4",957.5
216,216-27,"1,129.4",957.5
216,216-28,"1,129.9",957.9
216,216-29,"1,129.9",957.9
216,216-30,"1,129.9",957.9
217,217-1,"1,129.9",957.9
217,217-2,"1,129.9",957.9
217,217-3,"1,129.9",957.9
217,217-4,"1,129.9",957.9
217,217-5,"1,130.3",958.4
217,217-6,"1,130.3",958.4
217,217-7,"1,130.3",958.4
217,217-8,"1,130.3",958.4
217,217-9,"1,130.3",958.4
217,217-10,"1,130.3",958.4
217,217-11,"1,130.8",958.8
217,217-12,"1,130.8",958.8
217,217-13,"1,130.8",958.8
217,217-14,"1,130.8",958.8
217,217-15,"1,130.8",958.8
217,217-16,"1,130.8",958.8
217,217-17,"1,130.8",958.8
217,217-18,"1,131.7",959.3
217,217-19,"1,131.7",959.3
217,217-20,"1,131.7",959.3
217,217-21,"1,131.7",959.3
217,217-22,"1,131.7",959.3
217,217-23,"1,131.7",959.3
217,217-24,"1,131.7",959.3
217,217-25,"1,132.1",959.7
217,217-26,"1,132.1",959.7
217,217-27,"1,132.1",959.7
217,217-28,"1,132.1",959.7
217,217-29,"1,132.1",959.7
217,217-30,"1,132.1",959.7
218,218-1,"1,133",960.2
218,218-2,"1,133",960.2
218,218-3,"1,133",960.2
218,218-4,"1,133",960.2
218,218-5,"1,133",960.2
218,218-6,"1,133",960.2
218,218-7,"1,133",960.2
218,218-8,"1,133.5",960.6
218,218-9,"1,133.5",960.6
218,218-10,"1,133.5",960.6
218,218-11,"1,133.5",960.6
218,218-12,"1,133.5",960.6
218,218-13,"1,133.5",960.6
218,218-14,"1,133.5",960.6
218,218-15,"1,134.3",961.1
218,218-16,"1,134.3",961.1
218,218-17,"1,134.3",961.1
218,218-18,"1,134.3",961.1
218,218-19,"1,134.3",961.1
218,218-20,"1,134.3",961.1
218,218-21,"1,134.8",961.5
218,218-22,"1,134.8",961.5
218,218-23,"1,134.8",961.5
218,218-24,"1,134.8",961.5
218,218-25,"1,134.8",961.5
218,218-26,"1,134.8",961.5
218,218-27,"1,134.8",961.5
218,218-28,"1,135.2",961.9
218,218-29,"1,135.2",961.9
218,218-30,"1,135.2",961.9
219,219-1,"1,135.2",961.9
219,219-2,"1,135.2",961.9
219,219-3,"1,135.2",961.9
219,219-4,"1,135.2",961.9
219,219-5,"1,135.7",962.4
219,219-6,"1,135.7",962.4
219,219-7,"1,135.7",962.4
219,219-8,"1,135.7",962.4
219,219-9,"1,135.7",962.4
219,219-10,"1,135.7",962.4
219,219-11,"1,136.1",962.8
219,219-12,"1,136.1",962.8
219,219-13,"1,136.1",962.8
219,219-14,"1,136.1",962.8
219,219-15,"1,136.1",962.8
219,219-16,"1,136.1",962.8
219,219-17,"1,136.1",962.8
219,219-18,"1,136.6",963.3
219,219-19,"1,136.6",963.3
219,219-20,"1,136.6",963.3
219,219-21,"1,136.6",963.3
219,219-22,"1,136.6",963.3
219,219-23,"1,136.6",963.3
219,219-24,"1,136.6",963.3
219,219-25,"1,137",963.7
219,219-26,"1,137",963.7
219,219-27,"1,137",963.7
219,219-28,"1,137",963.7
219,219-29,"1,137",963.7
219,219-30,"1,137",963.7
220,220-1,"1,137.5",964.2
220,220-2,"1,137.5",964.2
220,220-3,"1,137.5",964.2
220,220-4,"1,137.5",964.2
220,220-5,"1,137.5",964.2
220,220-6,"1,137.5",964.2
220,220-7,"1,137.5",964.2
220,220-8,"1,137.9",964.6
220,220-9,"1,137.9",964.6
220,220-10,"1,137.9",964.6
220,220-11,"1,137.9",964.6
220,220-12,"1,137.9",964.6
220,220-13,"1,137.9",964.6
220,220-14,"1,137.9",964.6
220,220-15,"1,138.3",965.1
220,220-16,"1,138.3",965.1
220,220-17,"1,138.3",965.1
220,220-18,"1,138.3",965.1
220,220-19,"1,138.3",965.1
220,220-20,"1,138.3",965.1
220,220-21,"1,138.8",965.5
220,220-22,"1,138.8",965.5
220,220-23,"1,138.8",965.5
220,220-24,"1,138.8",965.5
220,220-25,"1,138.8",965.5
220,220-26,"1,138.8",965.5
220,220-27,"1,138.8",965.5
220,220-28,"1,139.2",965.9
220,220-29,"1,139.2",965.9
220,220-30,"1,139.2",965.9
221,221-1,"1,139.2",965.9
221,221-2,"1,139.2",965.9
221,221-3,"1,139.2",965.9
221,221-4,"1,139.2",965.9
221,221-5,"1,139.7",966.4
221,221-6,"1,139.7",966.4
221,221-7,"1,139.7",966.4
221,221-8,"1,139.7",966.4
221,221-9,"1,139.7",966.4
221,221-10,"1,139.7",966.4
221,221-11,"1,140.1",966.8
221,221-12,"1,140.1",966.8
221,221-13,"1,140.1",966.8
221,221-14,"1,140.1",966.8
221,221-15,"1,140.1",966.8
221,221-16,"1,140.1",966.8
221,221-17,"1,140.1",966.8
221,221-18,"1,141.4",967.3
221,221-19,"1,141.4",967.3
221,221-20,"1,141.4",967.3
221,221-21,"1,141.4",967.3
221,221-22,"1,141.4",967.3
221,221-23,"1,141.4",967.3
221,221-24,"1,141.4",967.3
221,221-25,"1,142.3",967.7
221,221-26,"1,142.3",967.7
221,221-27,"1,142.3",967.7
221,221-28,"1,142.3",967.7
221,221-29,"1,142.3",967.7
221,221-30,"1,142.3",967.7
222,222-1,"1,142.8",968.2
222,222-2,"1,142.8",968.2
222,222-3,"1,142.8",968.2
222,222-4,"1,142.8",968.2
222,222-5,"1,142.8",968.2
222,222-6,"1,142.8",968.2
222,222-7,"1,142.8",968.2
222,222-8,"1,143.2",968.6
222,222-9,"1,143.2",968.6
222,222-10,"1,143.2",968.6
222,222-11,"1,143.2",968.6
222,222-12,"1,143.2",968.6
222,222-13,"1,143.2",968.6
222,222-14,"1,143.2",968.6
222,222-15,"1,143.7",969
222,222-16,"1,143.7",969
222,222-17,"1,143.7",969
222,222-18,"1,143.7",969
222,222-19,"1,143.7",969
222,222-20,"1,143.7",969
222,222-21,"1,144.1",969.5
222,222-22,"1,144.1",969.5
222,222-23,"1,144.1",969.5
222,222-24,"1,144.1",969.5
222,222-25,"1,144.1",969.5
222,222-26,"1,144.1",969.5
222,222-27,"1,144.1",969.5
222,222-28,"1,144.5",969.9
222,222-29,"1,144.5",969.9
222,222-30,"1,144.5",969.9
223,223-1,"1,144.5",969.9
223,223-2,"1,144.5",969.9
223,223-3,"1,144.5",969.9
223,223-4,"1,144.5",969.9
223,223-5,"1,145",970.4
223,223-6,"1,145",970.4
223,223-7,"1,145",970.4
223,223-8,"1,145",970.4
223,223-9,"1,145",970.4
223,223-10,"1,145",970.4
223,223-11,"1,145.4",970.8
223,223-12,"1,145.4",970.8
223,223-13,"1,145.4",970.8
223,223-14,"1,145.4",970.8
223,223-15,"1,145.4",970.8
223,223-16,"1,145.4",970.8
223,223-17,"1,145.4",970.8
223,223-18,"1,145.9",971.2
223,223-19,"1,145.9",971.2
223,223-20,"1,145.9",971.2
223,223-21,"1,145.9",971.2
223,223-22,"1,145.9",971.2
223,223-23,"1,145.9",971.2
223,223-24,"1,145.9",971.2
223,223-25,"1,146.3",971.7
223,223-26,"1,146.3",971.7
223,223-27,"1,146.3",971.7
223,223-28,"1,146.3",971.7
223,223-29,"1,146.3",971.7
223,223-30,"1,146.3",971.7
224,224-1,"1,146.7",972.1
224,224-2,"1,146.7",972.1
224,224-3,"1,146.7",972.1
224,224-4,"1,146.7",972.1
224,224-5,"1,146.7",972.1
224,224-6,"1,146.7",972.1
224,224-7,"1,146.7",972.1
224,224-8,"1,147.2",972.6
224,224-9,"1,147.2",972.6
224,224-10,"1,147.2",972.6
224,224-11,"1,147.2",972.6
224,224-12,"1,147.2",972.6
224,224-13,"1,147.2",972.6
224,224-14,"1,147.2",972.6
224,224-15,"1,147.6",973
224,224-16,"1,147.6",973
224,224-17,"1,147.6",973
224,224-18,"1,147.6",973
224,224-19,"1,147.6",973
224,224-20,"1,147.6",973
224,224-21,"1,148.1",973.4
224,224-22,"1,148.1",973.4
224,224-23,"1,148.1",973.4
224,224-24,"1,148.1",973.4
224,224-25,"1,148.1",973.4
224,224-26,"1,148.1",973.4
224,224-27,"1,148.1",973.4
224,224-28,"1,148.9",973.9
224,224-29,"1,148.9",973.9
224,224-30,"1,148.9",973.9
225,225-1,"1,148.9",973.9
225,225-2,"1,148.9",973.9
225,225-3,"1,148.9",973.9
225,225-4,"1,148.9",973.9
225,225-5,"1,149.4",974.3
225,225-6,"1,149.4",974.3
225,225-7,"1,149.4",974.3
225,225-8,"1,149.4",974.3
225,225-9,"1,149.4",974.3
225,225-10,"1,149.4",974.3
225,225-11,"1,149.8",974.8
225,225-12,"1,149.8",974.8
225,225-13,"1,149.8",974.8
225,225-14,"1,149.8",974.8
225,225-15,"1,149.8",974.8
225,225-16,"1,149.8",974.8
225,225-17,"1,149.8",974.8
225,225-18,"1,150.3",975.2
225,225-19,"1,150.3",975.2
225,225-20,"1,150.3",975.2
225,225-21,"1,150.3",975.2
225,225-22,"1,150.3",975.2
225,225-23,"1,150.3",975.2
225,225-24,"1,150.3",975.2
225,225-25,"1,151.6",975.6
225,225-26,"1,151.6",975.6
225,225-27,"1,151.6",975.6
225,225-28,"1,151.6",975.6
225,225-29,"1,151.6",975.6
225,225-30,"1,151.6",975.6
226,226-1,"1,152",976.1
226,226-2,"1,152",976.1
226,226-3,"1,152",976.1
226,226-4,"1,152",976.1
226,226-5,"1,152",976.1
226,226-6,"1,152",976.1
226,226-7,"1,152",976.1
226,226-8,"1,152.5",976.5
226,226-9,"1,152.5",976.5
226,226-10,"1,152.5",976.5
226,226-11,"1,152.5",976.5
226,226-12,"1,152.5",976.5
226,226-13,"1,152.5",976.5
226,226-14,"1,152.5",976.5
226,226-15,"1,152.9",977
226,226-16,"1,152.9",977
226,226-17,"1,152.9",977
226,226-18,"1,152.9",977
226,226-19,"1,152.9",977
226,226-20,"1,152.9",977
226,226-21,"1,153.3",977.4
226,226-22,"1,153.3",977.4
226,226-23,"1,153.3",977.4
226,226-24,"1,153.3",977.4
226,226-25,"1,153.3",977.4
226,226-26,"1,153.3",977.4
226,226-27,"1,153.3",977.4
226,226-28,"1,153.8",977.8
226,226-29,"1,153.8",977.8
226,226-30,"1,153.8",977.8
227,227-1,"1,153.8",977.8
227,227-2,"1,153.8",977.8
227,227-3,"1,153.8",977.8
227,227-4,"1,153.8",977.8
227,227-5,"1,154.2",978.3
227,227-6,"1,154.2",978.3
227,227-7,"1,154.2",978.3
227,227-8,"1,154.2",978.3
227,227-9,"1,154.2",978.3
227,227-10,"1,154.2",978.3
227,227-11,"1,154.6",978.7
227,227-12,"1,154.6",978.7
227,227-13,"1,154.6",978.7
227,227-14,"1,154.6",978.7
227,227-15,"1,154.6",978.7
227,227-16,"1,154.6",978.7
227,227-17,"1,154.6",978.7
227,227-18,"1,155.1",979.1
227,227-19,"1,155.1",979.1
227,227-20,"1,155.1",979.1
227,227-21,"1,155.1",979.1
227,227-22,"1,155.1",979.1
227,227-23,"1,155.1",979.1
227,227-24,"1,155.1",979.1
227,227-25,"1,155.5",979.6
227,227-26,"1,155.5",979.6
227,227-27,"1,155.5",979.6
227,227-28,"1,155.5",979.6
227,227-29,"1,155.5",979.6
227,227-30,"1,155.5",979.6
228,228-1,"1,156.4",980
228,228-2,"1,156.4",980
228,228-3,"1,156.4",980
228,228-4,"1,156.4",980
228,228-5,"1,156.4",980
228,228-6,"1,156.4",980
228,228-7,"1,156.4",980
228,228-8,"1,156.8",980.5
228,228-9,"1,156.8",980.5
228,228-10,"1,156.8",980.5
228,228-11,"1,156.8",980.5
228,228-12,"1,156.8",980.5
228,228-13,"1,156.8",980.5
228,228-14,"1,156.8",980.5
228,228-15,"1,157.3",980.9
228,228-16,"1,157.3",980.9
228,228-17,"1,157.3",980.9
228,228-18,"1,157.3",980.9
228,228-19,"1,157.3",980.9
228,228-20,"1,157.3",980.9
228,228-21,"1,157.7",981.3
228,228-22,"1,157.7",981.3
228,228-23,"1,157.7",981.3
228,228-24,"1,157.7",981.3
228,228-25,"1,157.7",981.3
228,228-26,"1,157.7",981.3
228,228-27,"1,157.7",981.3
228,228-28,"1,158.1",981.8
228,228-29,"1,158.1",981.8
228,228-30,"1,158.1",981.8
229,229-1,"1,158.1",981.8
229,229-2,"1,158.1",981.8
229,229-3,"1,158.1",981.8
229,229-4,"1,158.1",981.8
229,229-5,"1,158.6",982.2
229,229-6,"1,158.6",982.2
229,229-7,"1,158.6",982.2
229,229-8,"1,158.6",982.2
229,229-9,"1,158.6",982.2
229,229-10,"1,158.6",982.2
229,229-11,"1,159",982.6
229,229-12,"1,159",982.6
229,229-13,"1,159",982.6
229,229-14,"1,159",982.6
229,229-15,"1,159",982.6
229,229-16,"1,159",982.6
229,229-17,"1,159",982.6
229,229-18,"1,159.4",983.1
229,229-19,"1,159.4",983.1
229,229-20,"1,159.4",983.1
229,229-21,"1,159.4",983.1
229,229-22,"1,159.4",983.1
229,229-23,"1,159.4",983.1
229,229-24,"1,159.4",983.1
229,229-25,"1,159.9",983.5
229,229-26,"1,159.9",983.5
229,229-27,"1,159.9",983.5
229,229-28,"1,159.9",983.5
229,229-29,"1,159.9",983.5
229,229-30,"1,159.9",983.5
230,230-1,"1,161.2",983.9
230,230-2,"1,161.2",983.9
230,230-3,"1,161.2",983.9
230,230-4,"1,161.2",983.9
230,230-5,"1,161.2",983.9
230,230-6,"1,161.2",983.9
230,230-7,"1,161.2",983.9
230,230-8,"1,161.6",984.4
230,230-9,"1,161.6",984.4
230,230-10,"1,161.6",984.4
230,230-11,"1,161.6",984.4
230,230-12,"1,161.6",984.4
230,230-13,"1,161.6",984.4
230,230-14,"1,161.6",984.4
230,230-15,"1,162.1",984.8
230,230-16,"1,162.1",984.8
230,230-17,"1,162.1",984.8
230,230-18,"1,162.1",984.8
230,230-19,"1,162.1",984.8
230,230-20,"1,162.1",984.8
230,230-21,"1,162.5",985.2
230,230-22,"1,162.5",985.2
230,230-23,"1,162.5",985.2
230,230-24,"1,162.5",985.2
230,230-25,"1,162.5",985.2
230,230-26,"1,162.5",985.2
230,230-27,"1,162.5",985.2
230,230-28,"1,162.9",985.7
230,230-29,"1,162.9",985.7
230,230-30,"1,162.9",985.7
231,231-1,"1,162.9",985.7
231,231-2,"1,162.9",985.7
231,231-3,"1,162.9",985.7
231,231-4,"1,162.9",985.7
231,231-5,"1,163.8",986.1
231,231-6,"1,163.8",986.1
231,231-7,"1,163.8",986.1
231,231-8,"1,163.8",986.1
231,231-9,"1,163.8",986.1
231,231-10,"1,163.8",986.1
231,231-11,"1,164.2",986.5
231,231-12,"1,164.2",986.5
231,231-13,"1,164.2",986.5
231,231-14,"1,164.2",986.5
231,231-15,"1,164.2",986.5
231,231-16,"1,164.2",986.5
231,231-17,"1,164.2",986.5
231,231-18,"1,164.7",987
231,231-19,"1,164.7",987
231,231-20,"1,164.7",987
231,231-21,"1,164.7",987
231,231-22,"1,164.7",987
231,231-23,"1,164.7",987
231,231-24,"1,164.7",987
231,231-25,"1,165.1",987.4
231,231-26,"1,165.1",987.4
231,231-27,"1,165.1",987.4
231,231-28,"1,165.1",987.4
231,231-29,"1,165.1",987.4
231,231-30,"1,165.1",987.4
232,232-1,"1,165.5",987.8
232,232-2,"1,165.5",987.8
232,232-3,"1,165.5",987.8
232,232-4,"1,165.5",987.8
232,232-5,"1,165.5",987.8
232,232-6,"1,165.5",987.8
232,232-7,"1,165.5",987.8
232,232-8,"1,166",988.3
232,232-9,"1,166",988.3
232,232-10,"1,166",988.3
232,232-11,"1,166",988.3
232,232-12,"1,166",988.3
232,232-13,"1,166",988.3
232,232-14,"1,166",988.3
232,232-15,"1,166.4",988.7
232,232-16,"1,166.4",988.7
232,232-17,"1,166.4",988.7
232,232-18,"1,166.4",988.7
232,232-19,"1,166.4",988.7
232,232-20,"1,166.4",988.7
232,232-21,"1,166.8",989.1
232,232-22,"1,166.8",989.1
232,232-23,"1,166.8",989.1
232,232-24,"1,166.8",989.1
232,232-25,"1,166.8",989.1
232,232-26,"1,166.8",989.1
232,232-27,"1,166.8",989.1
232,232-28,"1,167.3",989.6
232,232-29,"1,167.3",989.6
232,232-30,"1,167.3",989.6
233,233-1,"1,167.3",989.6
233,233-2,"1,167.3",989.6
233,233-3,"1,167.3",989.6
233,233-4,"1,167.3",989.6
233,233-5,"1,167.7",990
233,233-6,"1,167.7",990
233,233-7,"1,167.7",990
233,233-8,"1,167.7",990
233,233-9,"1,167.7",990
233,233-10,"1,167.7",990
233,233-11,"1,168.1",990.4
233,233-12,"1,168.1",990.4
233,233-13,"1,168.1",990.4
233,233-14,"1,168.1",990.4
233,233-15,"1,168.1",990.4
233,233-16,"1,168.1",990.4
233,233-17,"1,168.1",990.4
233,233-18,"1,168.6",990.9
233,233-19,"1,168.6",990.9
233,233-20,"1,168.6",990.9
233,233-21,"1,168.6",990.9
233,233-22,"1,168.6",990.9
233,233-23,"1,168.6",990.9
233,233-24,"1,168.6",990.9
233,233-25,"1,169",991.3
233,233-26,"1,169",991.3
233,233-27,"1,169",991.3
233,233-28,"1,169",991.3
233,233-29,"1,169",991.3
233,233-30,"1,169",991.3
234,234-1,"1,169.9",991.7
234,234-2,"1,169.9",991.7
234,234-3,"1,169.9",991.7
234,234-4,"1,169.9",991.7
234,234-5,"1,169.9",991.7
234,234-6,"1,169.9",991.7
234,234-7,"1,169.9",991.7
234,234-8,"1,171.1",992.2
234,234-9,"1,171.1",992.2
