챕터,스테이지,55% 적정투력,75% 적정투력,100% 적정투력,120% 적정투력
55,55-25,13M 360K,17M 813K,22M 266K,26M 720K
55,55-26,13M 383K,17M 844K,22M 305K,26M 766K
55,55-27,13M 407K,17M 876K,22M 345K,26M 813K
55,55-28,13M 430K,17M 907K,22M 384K,26M 860K
55,55-29,13M 454K,17M 939K,22M 423K,26M 908K
55,55-30,13M 478K,17M 970K,22M 462K,26M 955K
56,56-1,13M 501K,18M 2K,22M 502K,27M 2K
56,56-2,13M 525K,18M 33K,22M 541K,27M 50K
56,56-3,13M 549K,18M 65K,22M 581K,27M 97K
56,56-4,13M 573K,18M 97K,22M 621K,27M 145K
56,56-5,13M 596K,18M 128K,22M 660K,27M 192K
56,56-6,13M 620K,18M 160K,22M 700K,27M 240K
56,56-7,13M 644K,18M 192K,22M 740K,27M 288K
56,56-8,13M 668K,18M 224K,22M 780K,27M 336K
56,56-9,13M 692K,18M 256K,22M 820K,27M 384K
56,56-10,13M 716K,18M 288K,22M 860K,27M 432K
56,56-11,13M 740K,18M 320K,22M 900K,27M 480K
56,56-12,13M 764K,18M 352K,22M 940K,27M 528K
56,56-13,13M 788K,18M 384K,22M 980K,27M 576K
56,56-14,13M 813K,18M 417K,23M 21K,27M 625K
56,56-15,13M 837K,18M 449K,23M 61K,27M 673K
56,56-16,13M 861K,18M 481K,23M 102K,27M 722K
56,56-17,13M 885K,18M 514K,23M 142K,27M 770K
56,56-18,13M 910K,18M 546K,23M 183K,27M 819K
56,56-19,13M 934K,18M 579K,23M 223K,27M 868K
56,56-20,13M 959K,18M 611K,23M 264K,27M 917K
56,56-21,13M 983K,18M 644K,23M 305K,27M 966K
56,56-22,14M 8K,18M 677K,23M 346K,28M 15K
56,56-23,14M 32K,18M 710K,23M 387K,28M 64K
56,56-24,14M 57K,18M 742K,23M 428K,28M 113K
56,56-25,14M 82K,18M 775K,23M 469K,28M 163K
56,56-26,14M 106K,18M 808K,23M 510K,28M 212K
56,56-27,14M 131K,18M 841K,23M 551K,28M 262K
56,56-28,14M 156K,18M 874K,23M 593K,28M 311K
56,56-29,14M 181K,18M 907K,23M 634K,28M 361K
56,56-30,14M 206K,18M 941K,23M 676K,28M 411K
57,57-1,14M 230K,18M 974K,23M 717K,28M 460K
57,57-2,14M 255K,19M 7K,23M 759K,28M 510K
57,57-3,14M 280K,19M 40K,23M 800K,28M 560K
57,57-4,14M 305K,19M 74K,23M 842K,28M 610K
57,57-5,14M 331K,19M 107K,23M 884K,28M 661K
57,57-6,14M 356K,19M 141K,23M 926K,28M 711K
57,57-7,14M 381K,19M 174K,23M 968K,28M 761K
57,57-8,14M 406K,19M 208K,24M 10K,28M 812K
57,57-9,14M 431K,19M 242K,24M 52K,28M 862K
57,57-10,14M 457K,19M 275K,24M 94K,28M 913K
57,57-11,14M 482K,19M 309K,24M 136K,28M 964K
57,57-12,14M 507K,19M 343K,24M 179K,29M 14K
57,57-13,14M 533K,19M 377K,24M 221K,29M 65K
57,57-14,14M 558K,19M 411K,24M 264K,29M 116K
57,57-15,14M 584K,19M 445K,24M 306K,29M 167K
57,57-16,14M 610K,19M 479K,24M 349K,29M 219K
57,57-17,14M 635K,19M 513K,24M 392K,29M 270K
57,57-18,14M 661K,19M 548K,24M 434K,29M 321K
57,57-19,14M 687K,19M 582K,24M 477K,29M 373K
57,57-20,14M 712K,19M 616K,24M 520K,29M 424K
57,57-21,14M 738K,19M 651K,24M 563K,29M 476K
57,57-22,14M 764K,19M 685K,24M 606K,29M 528K
57,57-23,14M 790K,19M 720K,24M 650K,29M 579K
57,57-24,14M 816K,19M 754K,24M 693K,29M 631K
57,57-25,14M 842K,19M 789K,24M 736K,29M 683K
57,57-26,14M 868K,19M 824K,24M 780K,29M 735K
57,57-27,14M 894K,19M 859K,24M 823K,29M 788K
57,57-28,14M 920K,19M 893K,24M 867K,29M 840K
57,57-29,14M 946K,19M 928K,24M 910K,29M 892K
57,57-30,14M 973K,19M 963K,24M 954K,29M 945K
58,58-1,14M 999K,19M 998K,24M 998K,29M 997K
58,58-2,15M 25K,20M 33K,25M 42K,30M 50K
58,58-3,15M 51K,20M 68K,25M 85K,30M 102K
58,58-4,15M 78K,20M 104K,25M 130K,30M 155K
58,58-5,15M 104K,20M 139K,25M 174K,30M 208K
58,58-6,15M 131K,20M 174K,25M 218K,30M 261K
58,58-7,15M 157K,20M 210K,25M 262K,30M 314K
58,58-8,15M 184K,20M 245K,25M 306K,30M 368K
58,58-9,15M 211K,20M 281K,25M 351K,30M 421K
58,58-10,15M 237K,20M 316K,25M 395K,30M 474K
58,58-11,15M 264K,20M 352K,25M 440K,30M 528K
58,58-12,15M 291K,20M 388K,25M 484K,30M 581K
58,58-13,15M 318K,20M 423K,25M 529K,30M 635K
58,58-14,15M 345K,20M 459K,25M 574K,30M 689K
58,58-15,15M 371K,20M 495K,25M 619K,30M 742K
58,58-16,15M 398K,20M 531K,25M 664K,30M 796K
58,58-17,15M 425K,20M 567K,25M 709K,30M 850K
58,58-18,15M 453K,20M 603K,25M 754K,30M 905K
58,58-19,15M 480K,20M 639K,25M 799K,30M 959K
58,58-20,15M 507K,20M 676K,25M 844K,31M 13K
58,58-21,15M 534K,20M 712K,25M 890K,31M 68K
58,58-22,15M 561K,20M 748K,25M 935K,31M 122K
58,58-23,15M 589K,20M 785K,25M 981K,31M 177K
58,58-24,15M 616K,20M 821K,26M 26K,31M 231K
58,58-25,15M 643K,20M 858K,26M 72K,31M 286K
58,58-26,15M 671K,20M 894K,26M 118K,31M 341K
58,58-27,15M 698K,20M 931K,26M 163K,31M 396K
58,58-28,15M 726K,20M 968K,26M 209K,31M 451K
58,58-29,15M 753K,21M 4K,26M 255K,31M 506K
58,58-30,15M 781K,21M 41K,26M 301K,31M 562K
59,59-1,15M 809K,21M 78K,26M 348K,31M 617K
59,59-2,15M 837K,21M 115K,26M 394K,31M 673K
59,59-3,15M 864K,21M 152K,26M 440K,31M 728K
59,59-4,15M 892K,21M 189K,26M 487K,31M 784K
59,59-5,15M 920K,21M 227K,26M 533K,31M 840K
59,59-6,15M 948K,21M 264K,26M 580K,31M 895K
59,59-7,15M 976K,21M 301K,26M 626K,31M 951K
59,59-8,16M 4K,21M 338K,26M 673K,32M 7K
59,59-9,16M 32K,21M 376K,26M 720K,32M 64K
59,59-10,16M 60K,21M 413K,26M 767K,32M 120K
59,59-11,16M 88K,21M 451K,26M 814K,32M 176K
59,59-12,16M 117K,21M 489K,26M 861K,32M 233K
59,59-13,16M 145K,21M 526K,26M 908K,32M 289K
59,59-14,16M 173K,21M 564K,26M 955K,32M 346K
59,59-15,16M 202K,21M 602K,27M 2K,32M 403K
59,59-16,16M 230K,21M 640K,27M 50K,32M 460K
59,59-17,16M 259K,21M 678K,27M 97K,32M 517K
59,59-18,16M 287K,21M 716K,27M 145K,32M 574K
59,59-19,16M 316K,21M 754K,27M 192K,32M 631K
59,59-20,16M 344K,21M 792K,27M 240K,32M 688K
59,59-21,16M 373K,21M 830K,27M 288K,32M 745K
59,59-22,16M 402K,21M 869K,27M 336K,32M 803K
59,59-23,16M 430K,21M 907K,27M 384K,32M 860K
59,59-24,16M 459K,21M 946K,27M 432K,32M 918K
59,59-25,16M 488K,21M 984K,27M 480K,32M 976K
59,59-26,16M 517K,22M 23K,27M 528K,33M 34K
59,59-27,16M 546K,22M 61K,27M 577K,33M 92K
59,59-28,16M 575K,22M 100K,27M 625K,33M 150K
59,59-29,16M 604K,22M 139K,27M 673K,33M 208K
59,59-30,16M 633K,22M 178K,27M 722K,33M 266K
60,60-1,16M 663K,22M 217K,27M 771K,33M 325K
60,60-2,16M 692K,22M 256K,27M 819K,33M 383K
60,60-3,16M 721K,22M 295K,27M 868K,33M 442K
60,60-4,16M 750K,22M 334K,27M 917K,33M 500K
60,60-5,16M 780K,22M 373K,27M 966K,33M 559K
60,60-6,16M 809K,22M 412K,28M 15K,33M 618K
60,60-7,16M 839K,22M 452K,28M 64K,33M 677K
60,60-8,16M 868K,22M 491K,28M 114K,33M 736K
60,60-9,16M 898K,22M 530K,28M 163K,33M 795K
60,60-10,16M 928K,22M 570K,28M 212K,33M 855K
60,60-11,16M 957K,22M 610K,28M 262K,33M 914K
60,60-12,16M 987K,22M 649K,28M 311K,33M 974K
60,60-13,17M 17K,22M 689K,28M 361K,34M 33K
60,60-14,17M 47K,22M 729K,28M 411K,34M 93K
60,60-15,17M 77K,22M 769K,28M 461K,34M 153K
60,60-16,17M 107K,22M 809K,28M 511K,34M 213K
60,60-17,17M 137K,22M 849K,28M 561K,34M 273K
60,60-18,17M 167K,22M 889K,28M 611K,34M 333K
60,60-19,17M 197K,22M 929K,28M 661K,34M 393K
60,60-20,17M 227K,22M 969K,28M 711K,34M 454K
60,60-21,17M 257K,23M 10K,28M 762K,34M 514K
60,60-22,17M 288K,23M 50K,28M 812K,34M 575K
60,60-23,17M 318K,23M 90K,28M 863K,34M 635K
60,60-24,17M 348K,23M 131K,28M 913K,34M 696K
60,60-25,17M 379K,23M 171K,28M 964K,34M 757K
60,60-26,17M 409K,23M 212K,29M 15K,34M 818K
60,60-27,17M 440K,23M 253K,29M 66K,34M 879K
60,60-28,17M 470K,23M 294K,29M 117K,34M 940K
60,60-29,17M 501K,23M 335K,29M 168K,35M 2K
60,60-30,17M 532K,23M 375K,29M 219K,35M 63K
61,61-1,17M 563K,23M 417K,29M 271K,35M 125K
61,61-2,17M 593K,23M 458K,29M 322K,35M 186K
61,61-3,17M 624K,23M 499K,29M 373K,35M 248K
61,61-4,17M 655K,23M 540K,29M 425K,35M 310K
61,61-5,17M 686K,23M 581K,29M 477K,35M 372K
61,61-6,17M 717K,23M 623K,29M 528K,35M 434K
61,61-7,17M 748K,23M 664K,29M 580K,35M 496K
61,61-8,17M 779K,23M 706K,29M 632K,35M 558K
61,61-9,17M 811K,23M 747K,29M 684K,35M 621K
61,61-10,17M 842K,23M 789K,29M 736K,35M 683K
61,61-11,17M 873K,23M 831K,29M 788K,35M 746K
61,61-12,17M 905K,23M 873K,29M 841K,35M 809K
61,61-13,17M 936K,23M 914K,29M 893K,35M 871K
61,61-14,17M 967K,23M 956K,29M 945K,35M 934K
61,61-15,17M 999K,23M 998K,29M 998K,35M 997K
61,61-16,18M 31K,24M 41K,30M 51K,36M 61K
61,61-17,18M 62K,24M 83K,30M 103K,36M 124K
61,61-18,18M 94K,24M 125K,30M 156K,36M 187K
61,61-19,18M 126K,24M 167K,30M 209K,36M 251K
61,61-20,18M 157K,24M 210K,30M 262K,36M 314K
61,61-21,18M 189K,24M 252K,30M 315K,36M 378K
61,61-22,18M 221K,24M 295K,30M 368K,36M 442K
61,61-23,18M 253K,24M 337K,30M 422K,36M 506K
61,61-24,18M 285K,24M 380K,30M 475K,36M 570K
61,61-25,18M 317K,24M 423K,30M 529K,36M 634K
61,61-26,18M 349K,24M 466K,30M 582K,36M 698K
61,61-27,18M 382K,24M 509K,30M 636K,36M 763K
61,61-28,18M 414K,24M 552K,30M 690K,36M 827K
61,61-29,18M 446K,24M 595K,30M 743K,36M 892K
61,61-30,18M 479K,24M 638K,30M 797K,36M 957K
62,62-1,18M 511K,24M 681K,30M 851K,37M 22K
62,62-2,18M 544K,24M 725K,30M 906K,37M 87K
62,62-3,18M 576K,24M 768K,30M 960K,37M 152K
62,62-4,18M 609K,24M 811K,31M 14K,37M 217K
62,62-5,18M 641K,24M 855K,31M 69K,37M 282K
62,62-6,18M 674K,24M 899K,31M 123K,37M 348K
62,62-7,18M 707K,24M 942K,31M 178K,37M 413K
62,62-8,18M 740K,24M 986K,31M 232K,37M 479K
62,62-9,18M 773K,25M 30K,31M 287K,37M 545K
62,62-10,18M 805K,25M 74K,31M 342K,37M 610K
62,62-11,18M 838K,25M 118K,31M 397K,37M 676K
62,62-12,18M 872K,25M 162K,31M 452K,37M 743K
62,62-13,18M 905K,25M 206K,31M 507K,37M 809K
62,62-14,18M 938K,25M 250K,31M 563K,37M 875K
62,62-15,18M 971K,25M 295K,31M 618K,37M 942K
62,62-16,19M 4K,25M 339K,31M 674K,38M 8K
62,62-17,19M 38K,25M 383K,31M 729K,38M 75K
62,62-18,19M 71K,25M 428K,31M 785K,38M 142K
62,62-19,19M 105K,25M 473K,31M 841K,38M 209K
62,62-20,19M 138K,25M 517K,31M 896K,38M 276K
62,62-21,19M 172K,25M 562K,31M 952K,38M 343K
62,62-22,19M 205K,25M 607K,32M 9K,38M 410K
62,62-23,19M 239K,25M 652K,32M 65K,38M 478K
62,62-24,19M 273K,25M 697K,32M 121K,38M 545K
62,62-25,19M 307K,25M 742K,32M 177K,38M 613K
62,62-26,19M 340K,25M 787K,32M 234K,38M 680K
62,62-27,19M 374K,25M 832K,32M 290K,38M 748K
62,62-28,19M 408K,25M 878K,32M 347K,38M 816K
62,62-29,19M 442K,25M 923K,32M 404K,38M 884K
62,62-30,19M 477K,25M 969K,32M 461K,38M 953K
63,63-1,19M 511K,26M 14K,32M 518K,39M 21K
63,63-2,19M 545K,26M 60K,32M 575K,39M 90K
63,63-3,19M 579K,26M 106K,32M 632K,39M 158K
63,63-4,19M 614K,26M 151K,32M 689K,39M 227K
63,63-5,19M 648K,26M 197K,32M 746K,39M 296K
63,63-6,19M 683K,26M 243K,32M 804K,39M 365K
63,63-7,19M 717K,26M 289K,32M 862K,39M 434K
63,63-8,19M 752K,26M 335K,32M 919K,39M 503K
63,63-9,19M 786K,26M 382K,32M 977K,39M 572K
63,63-10,19M 821K,26M 428K,33M 35K,39M 642K
63,63-11,19M 856K,26M 474K,33M 93K,39M 711K
63,63-12,19M 891K,26M 521K,33M 151K,39M 781K
63,63-13,19M 926K,26M 567K,33M 209K,39M 851K
63,63-14,19M 961K,26M 614K,33M 267K,39M 921K
63,63-15,19M 996K,26M 661K,33M 326K,39M 991K
63,63-16,20M 31K,26M 707K,33M 384K,40M 61K
63,63-17,20M 66K,26M 754K,33M 443K,40M 131K
63,63-18,20M 101K,26M 801K,33M 501K,40M 202K
63,63-19,20M 136K,26M 848K,33M 560K,40M 272K
63,63-20,20M 172K,26M 895K,33M 619K,40M 343K
63,63-21,20M 207K,26M 943K,33M 678K,40M 414K
63,63-22,20M 243K,26M 990K,33M 737K,40M 485K
63,63-23,20M 278K,27M 37K,33M 796K,40M 556K
63,63-24,20M 314K,27M 85K,33M 856K,40M 627K
63,63-25,20M 349K,27M 132K,33M 915K,40M 698K
63,63-26,20M 385K,27M 180K,33M 975K,40M 769K
63,63-27,20M 421K,27M 227K,34M 34K,40M 841K
63,63-28,20M 457K,27M 275K,34M 94K,40M 913K
63,63-29,20M 492K,27M 323K,34M 154K,40M 984K
63,63-30,20M 528K,27M 371K,34M 214K,41M 56K
64,64-1,20M 564K,27M 419K,34M 274K,41M 128K
64,64-2,20M 601K,27M 467K,34M 334K,41M 201K
64,64-3,20M 637K,27M 515K,34M 394K,41M 273K
64,64-4,20M 673K,27M 564K,34M 454K,41M 345K
64,64-5,20M 709K,27M 612K,34M 515K,41M 418K
64,64-6,20M 746K,27M 661K,34M 576K,41M 491K
64,64-7,20M 782K,27M 709K,34M 636K,41M 563K
64,64-8,20M 818K,27M 758K,34M 697K,41M 636K
64,64-9,20M 855K,27M 806K,34M 758K,41M 709K
64,64-10,20M 892K,27M 855K,34M 819K,41M 783K
64,64-11,20M 928K,27M 904K,34M 880K,41M 856K
64,64-12,20M 965K,27M 953K,34M 941K,41M 929K
64,64-13,21M 2K,28M 2K,35M 3K,42M 3K
64,64-14,21M 39K,28M 51K,35M 64K,42M 77K
64,64-15,21M 75K,28M 100K,35M 125K,42M 150K
64,64-16,21M 112K,28M 150K,35M 187K,42M 224K
64,64-17,21M 150K,28M 199K,35M 249K,42M 299K
64,64-18,21M 187K,28M 249K,35M 311K,42M 373K
64,64-19,21M 224K,28M 298K,35M 373K,42M 447K
64,64-20,21M 261K,28M 348K,35M 435K,42M 522K
64,64-21,21M 298K,28M 398K,35M 497K,42M 596K
64,64-22,21M 336K,28M 447K,35M 559K,42M 671K
64,64-23,21M 373K,28M 497K,35M 622K,42M 746K
64,64-24,21M 411K,28M 547K,35M 684K,42M 821K
64,64-25,21M 448K,28M 598K,35M 747K,42M 896K
64,64-26,21M 486K,28M 648K,35M 809K,42M 971K
64,64-27,21M 524K,28M 698K,35M 872K,43M 47K
64,64-28,21M 561K,28M 748K,35M 935K,43M 122K
64,64-29,21M 599K,28M 799K,35M 998K,43M 198K
64,64-30,21M 637K,28M 849K,36M 62K,43M 274K
65,65-1,21M 675K,28M 900K,36M 125K,43M 350K
65,65-2,21M 713K,28M 951K,36M 188K,43M 426K
65,65-3,21M 751K,29M 1K,36M 252K,43M 502K
65,65-4,21M 789K,29M 52K,36M 315K,43M 578K
65,65-5,21M 828K,29M 103K,36M 379K,43M 655K
65,65-6,21M 866K,29M 154K,36M 443K,43M 731K
65,65-7,21M 904K,29M 206K,36M 507K,43M 808K
65,65-8,21M 943K,29M 257K,36M 571K,43M 885K
65,65-9,21M 981K,29M 308K,36M 635K,43M 962K
65,65-10,22M 20K,29M 360K,36M 699K,44M 39K
65,65-11,22M 58K,29M 411K,36M 764K,44M 116K
65,65-12,22M 97K,29M 463K,36M 828K,44M 194K
65,65-13,22M 136K,29M 514K,36M 893K,44M 271K
65,65-14,22M 175K,29M 566K,36M 958K,44M 349K
65,65-15,22M 214K,29M 618K,37M 23K,44M 427K
65,65-16,22M 253K,29M 670K,37M 88K,44M 505K
65,65-17,22M 292K,29M 722K,37M 153K,44M 583K
65,65-18,22M 331K,29M 774K,37M 218K,44M 661K
65,65-19,22M 370K,29M 827K,37M 283K,44M 740K
65,65-20,22M 409K,29M 879K,37M 349K,44M 818K
65,65-21,22M 449K,29M 931K,37M 414K,44M 897K
65,65-22,22M 488K,29M 984K,37M 480K,44M 976K
65,65-23,22M 527K,30M 36K,37M 545K,45M 54K
65,65-24,22M 567K,30M 89K,37M 611K,45M 134K
65,65-25,22M 607K,30M 142K,37M 677K,45M 213K
65,65-26,22M 646K,30M 195K,37M 744K,45M 292K
65,65-27,22M 686K,30M 248K,37M 810K,45M 372K
65,65-28,22M 726K,30M 301K,37M 876K,45M 451K
65,65-29,22M 766K,30M 354K,37M 943K,45M 531K
65,65-30,22M 806K,30M 407K,38M 9K,45M 611K
66,66-1,22M 846K,30M 461K,38M 76K,45M 691K
66,66-2,22M 886K,30M 514K,38M 143K,45M 771K
66,66-3,22M 926K,30M 568K,38M 210K,45M 851K
66,66-4,22M 966K,30M 621K,38M 277K,45M 932K
66,66-5,23M 6K,30M 675K,38M 344K,46M 12K
66,66-6,23M 47K,30M 729K,38M 411K,46M 93K
66,66-7,23M 87K,30M 783K,38M 479K,46M 174K
66,66-8,23M 128K,30M 837K,38M 546K,46M 255K
66,66-9,23M 168K,30M 891K,38M 614K,46M 336K
66,66-10,23M 209K,30M 945K,38M 681K,46M 418K
66,66-11,23M 250K,31M,38M 749K,46M 499K
66,66-12,23M 291K,31M 54K,38M 817K,46M 581K
66,66-13,23M 331K,31M 108K,38M 885K,46M 662K
66,66-14,23M 372K,31M 163K,38M 954K,46M 744K
66,66-15,23M 413K,31M 218K,39M 22K,46M 826K
66,66-16,23M 455K,31M 273K,39M 91K,46M 909K
66,66-17,23M 496K,31M 327K,39M 159K,46M 991K
66,66-18,23M 537K,31M 382K,39M 228K,47M 73K
66,66-19,23M 578K,31M 437K,39M 297K,47M 156K
66,66-20,23M 620K,31M 493K,39M 366K,47M 239K
66,66-21,23M 661K,31M 548K,39M 435K,47M 322K
66,66-22,23M 703K,31M 603K,39M 504K,47M 405K
66,66-23,23M 744K,31M 659K,39M 573K,47M 488K
66,66-24,23M 786K,31M 714K,39M 643K,47M 571K
66,66-25,23M 828K,31M 770K,39M 712K,47M 655K
66,66-26,23M 869K,31M 826K,39M 782K,47M 738K
66,66-27,23M 911K,31M 882K,39M 852K,47M 822K
66,66-28,23M 953K,31M 937K,39M 922K,47M 906K
66,66-29,23M 995K,31M 994K,39M 992K,47M 990K
66,66-30,24M 37K,32M 50K,40M 62K,48M 74K
67,67-1,24M 80K,32M 106K,40M 132K,48M 159K
67,67-2,24M 122K,32M 162K,40M 203K,48M 243K
67,67-3,24M 164K,32M 219K,40M 273K,48M 328K
67,67-4,24M 207K,32M 275K,40M 344K,48M 413K
67,67-5,24M 249K,32M 332K,40M 415K,48M 498K
67,67-6,24M 272K,32M 363K,40M 453K,48M 544K
67,67-7,24M 295K,32M 393K,40M 492K,48M 590K
67,67-8,24M 318K,32M 424K,40M 530K,48M 636K
67,67-9,24M 342K,32M 455K,40M 569K,48M 683K
67,67-10,24M 365K,32M 486K,40M 607K,48M 729K
67,67-11,24M 388K,32M 517K,40M 646K,48M 775K
67,67-12,24M 411K,32M 548K,40M 685K,48M 822K
67,67-13,24M 434K,32M 579K,40M 724K,48M 868K
67,67-14,24M 458K,32M 610K,40M 762K,48M 915K
67,67-15,24M 481K,32M 641K,40M 801K,48M 961K
67,67-16,24M 504K,32M 672K,40M 840K,49M 8K
67,67-17,24M 528K,32M 703K,40M 879K,49M 55K
67,67-18,24M 551K,32M 734K,40M 918K,49M 101K
67,67-19,24M 574K,32M 766K,40M 957K,49M 148K
67,67-20,24M 598K,32M 797K,40M 996K,49M 195K
67,67-21,24M 621K,32M 828K,41M 35K,49M 242K
67,67-22,24M 645K,32M 859K,41M 74K,49M 289K
67,67-23,24M 668K,32M 890K,41M 113K,49M 335K
67,67-24,24M 691K,32M 922K,41M 152K,49M 382K
67,67-25,24M 715K,32M 953K,41M 191K,49M 429K
67,67-26,24M 739K,32M 985K,41M 231K,49M 477K
67,67-27,24M 762K,33M 16K,41M 270K,49M 524K
67,67-28,24M 786K,33M 47K,41M 309K,49M 571K
67,67-29,24M 809K,33M 79K,41M 348K,49M 618K
67,67-30,24M 833K,33M 110K,41M 388K,49M 665K
68,68-1,24M 857K,33M 142K,41M 427K,49M 713K
68,68-2,24M 880K,33M 173K,41M 467K,49M 760K
68,68-3,24M 904K,33M 205K,41M 506K,49M 807K
68,68-4,24M 928K,33M 237K,41M 546K,49M 855K
68,68-5,24M 951K,33M 268K,41M 585K,49M 902K
68,68-6,24M 975K,33M 300K,41M 625K,49M 950K
68,68-7,24M 999K,33M 332K,41M 664K,49M 997K
68,68-8,25M 23K,33M 363K,41M 704K,50M 45K
68,68-9,25M 46K,33M 395K,41M 744K,50M 92K
68,68-10,25M 70K,33M 427K,41M 784K,50M 140K
68,68-11,25M 94K,33M 459K,41M 823K,50M 188K
68,68-12,25M 118K,33M 491K,41M 863K,50M 236K
68,68-13,25M 142K,33M 523K,41M 903K,50M 284K
68,68-14,25M 166K,33M 554K,41M 943K,50M 331K
68,68-15,25M 190K,33M 586K,41M 983K,50M 379K
68,68-16,25M 214K,33M 618K,42M 23K,50M 427K
68,68-17,25M 238K,33M 650K,42M 63K,50M 475K
68,68-18,25M 262K,33M 682K,42M 103K,50M 523K
68,68-19,25M 286K,33M 715K,42M 143K,50M 572K
68,68-20,25M 310K,33M 747K,42M 183K,50M 620K
68,68-21,25M 334K,33M 779K,42M 223K,50M 668K
68,68-22,25M 358K,33M 811K,42M 264K,50M 716K
68,68-23,25M 382K,33M 843K,42M 304K,50M 764K
68,68-24,25M 407K,33M 875K,42M 344K,50M 813K
68,68-25,25M 431K,33M 908K,42M 384K,50M 861K
68,68-26,25M 455K,33M 940K,42M 425K,50M 910K
68,68-27,25M 479K,33M 972K,42M 465K,50M 958K
68,68-28,25M 504K,34M 5K,42M 506K,51M 7K
68,68-29,25M 528K,34M 37K,42M 546K,51M 55K
68,68-30,25M 552K,34M 69K,42M 587K,51M 104K
69,69-1,25M 576K,34M 102K,42M 627K,51M 152K
69,69-2,25M 601K,34M 134K,42M 668K,51M 201K
69,69-3,25M 625K,34M 167K,42M 708K,51M 250K
69,69-4,25M 650K,34M 199K,42M 749K,51M 299K
69,69-5,25M 674K,34M 232K,42M 790K,51M 348K
69,69-6,25M 698K,34M 264K,42M 830K,51M 396K
69,69-7,25M 723K,34M 297K,42M 871K,51M 445K
69,69-8,25M 747K,34M 330K,42M 912K,51M 494K
69,69-9,25M 772K,34M 362K,42M 953K,51M 543K
69,69-10,25M 796K,34M 395K,42M 994K,51M 592K
69,69-11,25M 821K,34M 428K,43M 35K,51M 642K
69,69-12,25M 846K,34M 461K,43M 76K,51M 691K
69,69-13,25M 870K,34M 494K,43M 117K,51M 740K
69,69-14,25M 895K,34M 526K,43M 158K,51M 789K
69,69-15,25M 920K,34M 559K,43M 199K,51M 839K
69,69-16,25M 944K,34M 592K,43M 240K,51M 888K
69,69-17,25M 969K,34M 625K,43M 281K,51M 937K
69,69-18,25M 994K,34M 658K,43M 322K,51M 987K
69,69-19,26M 18K,34M 691K,43M 364K,52M 36K
69,69-20,26M 43K,34M 724K,43M 405K,52M 86K
69,69-21,26M 68K,34M 757K,43M 446K,52M 135K
69,69-22,26M 93K,34M 790K,43M 488K,52M 185K
69,69-23,26M 118K,34M 823K,43M 529K,52M 235K
69,69-24,26M 143K,34M 857K,43M 571K,52M 285K
69,69-25,26M 167K,34M 890K,43M 612K,52M 334K
69,69-26,26M 192K,34M 923K,43M 654K,52M 384K
69,69-27,26M 217K,34M 956K,43M 695K,52M 434K
69,69-28,26M 242K,34M 990K,43M 737K,52M 484K
69,69-29,26M 267K,35M 23K,43M 778K,52M 534K
69,69-30,26M 292K,35M 56K,43M 820K,52M 584K
70,70-1,26M 317K,35M 90K,43M 862K,52M 634K
70,70-2,26M 342K,35M 123K,43M 904K,52M 684K
70,70-3,26M 367K,35M 156K,43M 945K,52M 734K
70,70-4,26M 393K,35M 190K,43M 987K,52M 785K
70,70-5,26M 418K,35M 223K,44M 29K,52M 835K
70,70-6,26M 443K,35M 257K,44M 71K,52M 885K
70,70-7,26M 468K,35M 291K,44M 113K,52M 936K
70,70-8,26M 493K,35M 324K,44M 155K,52M 986K
70,70-9,26M 518K,35M 358K,44M 197K,53M 36K
70,70-10,26M 544K,35M 391K,44M 239K,53M 87K
70,70-11,26M 569K,35M 425K,44M 281K,53M 137K
70,70-12,26M 594K,35M 459K,44M 323K,53M 188K
70,70-13,26M 620K,35M 493K,44M 366K,53M 239K
70,70-14,26M 645K,35M 526K,44M 408K,53M 289K
70,70-15,26M 670K,35M 560K,44M 450K,53M 340K
70,70-16,26M 696K,35M 594K,44M 492K,53M 391K
70,70-17,26M 721K,35M 628K,44M 535K,53M 441K
70,70-18,26M 746K,35M 662K,44M 577K,53M 492K
70,70-19,26M 772K,35M 696K,44M 619K,53M 543K
70,70-20,26M 797K,35M 730K,44M 662K,53M 594K
70,70-21,26M 823K,35M 764K,44M 704K,53M 645K
70,70-22,26M 848K,35M 798K,44M 747K,53M 696K
70,70-23,26M 874K,35M 832K,44M 789K,53M 747K
70,70-24,26M 899K,35M 866K,44M 832K,53M 798K
70,70-25,26M 925K,35M 900K,44M 875K,53M 850K
70,70-26,26M 951K,35M 934K,44M 917K,53M 901K
70,70-27,26M 976K,35M 968K,44M 960K,53M 952K
70,70-28,27M 2K,36M 2K,45M 3K,54M 3K
70,70-29,27M 28K,36M 37K,45M 46K,54M 55K
70,70-30,27M 53K,36M 71K,45M 89K,54M 106K
71,71-1,27M 79K,36M 105K,45M 132K,54M 158K
71,71-2,27M 105K,36M 140K,45M 175K,54M 209K
71,71-3,27M 131K,36M 174K,45M 217K,54M 261K
71,71-4,27M 157K,36M 209K,45M 261K,54M 313K
71,71-5,27M 182K,36M 243K,45M 304K,54M 364K
71,71-6,27M 208K,36M 277K,45M 347K,54M 416K
71,71-7,27M 234K,36M 312K,45M 390K,54M 468K
71,71-8,27M 260K,36M 347K,45M 433K,54M 520K
71,71-9,27M 286K,36M 381K,45M 476K,54M 571K
